status,band,address,neighborhood,ptype,sqft,asked,ask_ppsf,supported_ppsf,over_pct,suggested_list,reduce_by,pitch
Pending,$1M–$2M,1108 Tangelo Isle,South New River Isles,Single Family,1080,1195000,1106.0,762.0,45.1,823000,372000,"Listed 45% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $823,000."
Active,$1M–$2M,700 NE 14th Avenue Unit#312,Progresso,Townhouse,2215,1190000,537.0,376.0,42.8,833000,357000,"Listed 43% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $833,000."
Active,$1M–$2M,809 SW 10th Ter,Croissant Park,Townhouse,2016,1190000,590.0,414.0,42.5,835000,355000,"Listed 43% over supported value — comparable Croissant Park homes sell near $484/sqft. Suggested list $835,000."
Pending,$1M–$2M,1325 Guava Isle,South New River Isles,Single Family,1360,1175000,864.0,640.0,35.0,870000,305000,"Listed 35% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $870,000."
Pending,$1M–$2M,347 N New River Drive Unit#1401,Watergarden,Condo,1615,1175000,728.0,611.0,19.1,987000,188000,"Listed 19% over supported value — comparable Watergarden homes sell near $572/sqft. Suggested list $987,000."
Active,$1M–$2M,347 N New River Dr E Unit#1904,Watergarden,Condo,1469,1175000,800.0,607.0,31.8,892000,283000,"Listed 32% over supported value — comparable Watergarden homes sell near $572/sqft. Suggested list $892,000."
Active,$1M–$2M,700 NE 14th Avenue Unit#208,Progresso,Townhouse,2231,1174000,526.0,393.0,33.8,877000,297000,"Listed 34% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $877,000."
Active,$1M–$2M,636 NE 17th Ter,Victoria Park,Single Family,1219,1150000,943.0,639.0,47.6,779000,371000,"Listed 48% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $779,000."
Active,$1M–$2M,1301 Mandarin Isle,South New River Isles,Single Family,1080,1149000,1064.0,772.0,37.8,834000,315000,"Listed 38% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $834,000."
Active,$1M–$2M,1617 NE 3rd Ct,Victoria Park,Single Family,1628,1119000,687.0,515.0,33.4,838000,281000,"Listed 33% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $838,000."
Active,$1M–$2M,648 NE 16th Terrace,Victoria Park,Single Family,1428,1100000,770.0,573.0,34.4,818000,282000,"Listed 34% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $818,000."
Active,$1M–$2M,640 NE 8TH Avenue,Progresso,Single Family,1784,1100000,617.0,416.0,48.3,742000,358000,"Listed 48% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $742,000."
Active,$1M–$2M,509 SW 11th Street,Lauderdale,Townhouse,2265,1099000,485.0,435.0,11.5,985000,114000,"Listed 11% over supported value — comparable Lauderdale homes sell near $463/sqft. Suggested list $985,000."
Active,$1M–$2M,1210 NE 11th Avenue,Progresso,Townhouse,2932,1095000,373.0,311.0,19.9,912000,183000,"Listed 20% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $912,000."
Pending,$1M–$2M,2043 NE 29th Street,Coral Shores,Single Family,2038,1095000,537.0,477.0,12.6,972000,123000,"Listed 13% over supported value — comparable Coral Shores homes sell near $501/sqft. Suggested list $972,000."
Active,$1M–$2M,1704 SW 4th Court,Gill Isles,Single Family,1462,1050000,718.0,605.0,18.7,885000,165000,"Listed 19% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $885,000."
Active,$1M–$2M,1698 S Ocean Ln Unit#171,Oceanage,Condo,1264,1049000,830.0,706.0,17.6,892000,157000,"Listed 18% over supported value — comparable Oceanage homes sell near $799/sqft. Suggested list $892,000."
Active,$1M–$2M,1412 NE 15th Avenue,Progresso,Single Family,2107,1025000,486.0,418.0,16.3,881000,144000,"Listed 16% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $881,000."
Active,$1M–$2M,813 NE 17th St,Lauderdale Park,Single Family,1587,1000000,630.0,492.0,28.0,781000,219000,"Listed 28% over supported value — comparable Lauderdale Park homes sell near $459/sqft. Suggested list $781,000."
