status,band,address,neighborhood,ptype,sqft,asked,ask_ppsf,supported_ppsf,over_pct,suggested_list,reduce_by,pitch
Cancelled,$2M–$3M,333 Las Olas Way Unit#3706,Las Olas,Condo,3189,2550000,800.0,612.0,30.7,1952000,598000,"Listed 31% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,952,000."
Cancelled,$2M–$3M,208 NE 23rd Street,Wilton Manors,Single Family,2704,2500000,925.0,838.0,10.4,2266000,234000,"Listed 10% over supported value — comparable Wilton Manors homes sell near $597/sqft. Suggested list $2,266,000."
Expired,$2M–$3M,2605 Datura Ct,Idlewyld,Single Family,2530,2499999,988.0,700.0,41.1,1771000,729000,"Listed 41% over supported value — comparable Idlewyld homes sell near $813/sqft. Suggested list $1,771,000."
Expired,$2M–$3M,100 E Las Olas Blvd Unit#4103,Las Olas,Condo,2964,2499900,843.0,571.0,47.6,1692000,808000,"Listed 48% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,692,000."
Expired,$2M–$3M,333 Las Olas Way Unit#3302,Las Olas,Condo,2726,2495000,915.0,624.0,46.6,1701000,794000,"Listed 47% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,701,000."
Cancelled,$2M–$3M,2516 NE 26th Ave,Coral Ridge Galt,Single Family,3011,2495000,829.0,645.0,28.5,1942000,553000,"Listed 29% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,942,000."
Cancelled,$2M–$3M,333 Las Olas Way Unit#1610,Las Olas,Condo,3239,2495000,770.0,610.0,26.2,1976000,519000,"Listed 26% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,976,000."
Cancelled,$2M–$3M,1627 Seabreeze Blvd,Harbor Beach,Single Family,2540,2495000,982.0,742.0,32.3,1885000,610000,"Listed 32% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $1,885,000."
Cancelled,$2M–$3M,1514 Middle River Dr,Coral Ridge,Single Family,2704,2495000,923.0,668.0,38.2,1806000,689000,"Listed 38% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $1,806,000."
Cancelled,$2M–$3M,1418 NE 6th St Unit#1418,Victoria Park,Townhouse,3369,2495000,741.0,489.0,51.5,1647000,848000,"Listed 52% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,647,000."
Cancelled,$2M–$3M,1416 NE 6th St Unit#1416,Victoria Park,Townhouse,3369,2495000,741.0,489.0,51.5,1647000,848000,"Listed 52% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,647,000."
Expired,$2M–$3M,3321 NE 16th Ct,Las Olas,Single Family,2092,2490000,1190.0,780.0,52.6,1632000,858000,"Listed 53% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,632,000."
Expired,$2M–$3M,224 N Gordon Rd,Las Olas,Single Family,1614,2475000,1533.0,983.0,56.0,1587000,888000,"Listed 56% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,587,000."
Expired,$2M–$3M,1236 E Lake Dr,Harbor Beach,Single Family,2754,2470000,897.0,663.0,35.3,1826000,644000,"Listed 35% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $1,826,000."
Cancelled,$2M–$3M,333 Las Olas Way Unit#1210,Las Olas,Condo,3470,2450000,706.0,605.0,16.7,2099000,351000,"Listed 17% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $2,099,000."
TempOff,$2M–$3M,1704 NE 16th Terrace,Progresso,Single Family,2902,2450000,844.0,681.0,23.9,1976000,474000,"Listed 24% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,976,000."
Expired,$2M–$3M,333 Las Olas Way Unit#3706,Las Olas,Condo,3189,2450000,768.0,612.0,25.5,1952000,498000,"Listed 25% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,952,000."
Cancelled,$2M–$3M,333 Las Olas Way Unit#3803,Las Olas,Condo,3189,2449000,768.0,612.0,25.5,1952000,497000,"Listed 25% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,952,000."
Expired,$2M–$3M,3025 Center Ave,Lauderdale Beach,Single Family,2198,2449000,1114.0,975.0,14.3,2143000,306000,"Listed 14% over supported value — comparable Lauderdale Beach homes sell near $1,015/sqft. Suggested list $2,143,000."
Expired,$2M–$3M,1225 SE 2nd St,Colee Hammock,Single Family,2415,2400000,994.0,693.0,43.4,1674000,726000,"Listed 43% over supported value — comparable Colee Hammock homes sell near $686/sqft. Suggested list $1,674,000."
Cancelled,$2M–$3M,100 E Las Olas Blvd Unit#3303,Las Olas,Condo,2658,2400000,903.0,579.0,56.0,1539000,861000,"Listed 56% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,539,000."
Expired,$2M–$3M,333 Las Olas Way Unit#3706,Las Olas,Condo,3189,2395000,751.0,612.0,22.7,1952000,443000,"Listed 23% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,952,000."
Expired,$2M–$3M,1615 NE 1st St,Victoria Park,Townhouse,3359,2395000,713.0,520.0,37.1,1747000,648000,"Listed 37% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,747,000."
Cancelled,$2M–$3M,1416 NE 6th St Unit#1416,Victoria Park,Townhouse,3369,2395000,711.0,489.0,45.4,1647000,748000,"Listed 45% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,647,000."
Cancelled,$2M–$3M,1733 NE 16th Ter,Progresso,Single Family,2554,2395000,938.0,658.0,42.6,1681000,714000,"Listed 43% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,681,000."
Cancelled,$2M–$3M,1418 NE 6th St Unit#1418,Victoria Park,Townhouse,3369,2395000,711.0,489.0,45.4,1647000,748000,"Listed 45% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,647,000."
Expired,$2M–$3M,411 N New River Dr Unit#3101,Las Olas,Condo,2635,2395000,909.0,629.0,44.5,1657000,738000,"Listed 45% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,657,000."
Cancelled,$2M–$3M,1236 E Lake Dr,Harbor Beach,Single Family,2400,2390000,996.0,677.0,47.1,1625000,765000,"Listed 47% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $1,625,000."
Expired,$2M–$3M,1420 Ponce De Leon Dr,Rio Vista,Single Family,2588,2375000,918.0,690.0,33.0,1786000,589000,"Listed 33% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,786,000."
Cancelled,$2M–$3M,333 Las Olas Way Unit#910,Las Olas,Condo,3470,2350000,677.0,605.0,11.9,2099000,251000,"Listed 12% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $2,099,000."
Cancelled,$2M–$3M,333 LAS OLAS WAY Unit#310,Las Olas,Condo,3223,2350000,729.0,574.0,27.0,1850000,500000,"Listed 27% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,850,000."
Cancelled,$2M–$3M,1621 E Broward Blvd Unit#A,Victoria Park,Townhouse,3227,2349000,728.0,532.0,36.8,1717000,632000,"Listed 37% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,717,000."
Cancelled,$2M–$3M,1621 E Broward Blvd Unit#A,Victoria Park,Townhouse,3227,2349000,728.0,532.0,36.8,1717000,632000,"Listed 37% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,717,000."
Expired,$2M–$3M,2448 Bayview Dr,Coral Ridge Galt,Single Family,2149,2300000,1070.0,818.0,30.8,1758000,542000,"Listed 31% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,758,000."
Expired,$2M–$3M,100 E Las Olas Blvd Unit#4604 (PH4),Las Olas,Condo,1867,2300000,1232.0,788.0,56.3,1471000,829000,"Listed 56% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,471,000."
Cancelled,$2M–$3M,709 SE 7th St,Rio Vista,Single Family,2603,2299000,883.0,742.0,19.0,1931000,368000,"Listed 19% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,931,000."
Cancelled,$2M–$3M,1621 E Broward Blvd Unit#B,Victoria Park,Townhouse,3227,2295000,711.0,532.0,33.6,1717000,578000,"Listed 34% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,717,000."
Expired,$2M–$3M,100 E Las Olas Blvd Unit#2603,Las Olas,Condo,2658,2295000,863.0,579.0,49.1,1539000,756000,"Listed 49% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,539,000."
Cancelled,$2M–$3M,411 N New River Dr Unit#2306,Las Olas,Condo,2635,2295000,871.0,629.0,38.5,1657000,638000,"Listed 38% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,657,000."
Cancelled,$2M–$3M,1621 E Broward Blvd Unit#B,Victoria Park,Townhouse,3227,2295000,711.0,532.0,33.6,1717000,578000,"Listed 34% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,717,000."
Expired,$2M–$3M,2408 NE 26th Ave,Coral Ridge,Single Family,3032,2295000,757.0,662.0,14.4,2007000,288000,"Listed 14% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $2,007,000."
Cancelled,$2M–$3M,2614 NE 15th Street,Coral Ridge,Single Family,2614,2290000,876.0,683.0,28.3,1785000,505000,"Listed 28% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $1,785,000."
Cancelled,$2M–$3M,333 Las Olas Way Unit#3902,Las Olas,Condo,2726,2275000,835.0,624.0,33.8,1701000,574000,"Listed 34% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,701,000."
Cancelled,$2M–$3M,1416 NE 6th St Unit#1416,Victoria Park,Townhouse,3369,2250000,668.0,489.0,36.6,1647000,603000,"Listed 37% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,647,000."
Expired,$2M–$3M,1500 SW 4th Ct,Gill Isles,Single Family,2619,2250000,859.0,599.0,43.4,1569000,681000,"Listed 43% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,569,000."
Cancelled,$2M–$3M,359 Poinciana Dr,Idlewyld,Single Family,2344,2250000,960.0,866.0,10.9,2030000,220000,"Listed 11% over supported value — comparable Idlewyld homes sell near $813/sqft. Suggested list $2,030,000."
Cancelled,$2M–$3M,1627 Seabreeze Blvd,Harbor Beach,Single Family,2540,2250000,886.0,742.0,19.4,1885000,365000,"Listed 19% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $1,885,000."
Cancelled,$2M–$3M,1900 Admirals Way,Harbour Heights,Single Family,2681,2200000,821.0,695.0,18.1,1863000,337000,"Listed 18% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $1,863,000."
Cancelled,$2M–$3M,805 SE 10th St,Rio Vista,Single Family,2408,2200000,914.0,746.0,22.5,1796000,404000,"Listed 23% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,796,000."
Expired,$2M–$3M,100 E Las Olas Boulevard Unit#4604,Las Olas,Condo,1867,2199000,1178.0,788.0,49.5,1471000,728000,"Listed 49% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,471,000."
Cancelled,$2M–$3M,1340 Cordova Rd,Lauderdale Harbors,Single Family,1816,2199000,1211.0,830.0,45.9,1507000,692000,"Listed 46% over supported value — comparable Lauderdale Harbors homes sell near $860/sqft. Suggested list $1,507,000."
Cancelled,$2M–$3M,1340 Cordova Rd,Lauderdale Harbors,Single Family,1816,2199000,1211.0,830.0,45.9,1507000,692000,"Listed 46% over supported value — comparable Lauderdale Harbors homes sell near $860/sqft. Suggested list $1,507,000."
Cancelled,$2M–$3M,2612 Grace Dr,Harbor Beach,Single Family,1823,2195000,1204.0,966.0,24.6,1761000,434000,"Listed 25% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $1,761,000."
Cancelled,$2M–$3M,100 E Las Olas Boulevard Unit#3301,Las Olas,Condo,2395,2195000,916.0,726.0,26.2,1739000,456000,"Listed 26% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,739,000."
Expired,$2M–$3M,2612 Grace Dr,Harbor Beach,Single Family,1823,2195000,1204.0,966.0,24.6,1761000,434000,"Listed 25% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $1,761,000."
Expired,$2M–$3M,500 N Victoria Park Road,Victoria Park,Single Family,3100,2195000,708.0,566.0,25.1,1755000,440000,"Listed 25% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,755,000."
Cancelled,$2M–$3M,100 E Las Olas Blvd Unit#3403,Las Olas,Condo,2658,2195000,826.0,579.0,42.7,1539000,656000,"Listed 43% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,539,000."
TempOff,$2M–$3M,106 NE 16th Terrace,Victoria Park,Townhouse,2901,2190000,755.0,592.0,27.5,1717000,473000,"Listed 28% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,717,000."
Cancelled,$2M–$3M,809 NE 16th Avenue Unit#5,Victoria Park,Townhouse,2626,2160000,823.0,565.0,45.7,1484000,676000,"Listed 46% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,484,000."
Expired,$2M–$3M,809 NE 16th Avenue Unit#5,Victoria Park,Townhouse,2626,2160000,823.0,565.0,45.7,1484000,676000,"Listed 46% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,484,000."
Expired,$2M–$3M,100 E Las Olas Blvd Unit#2803,Las Olas,Condo,2658,2150000,809.0,579.0,39.7,1539000,611000,"Listed 40% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,539,000."
Expired,$2M–$3M,1900 Admirals Way,Harbour Heights,Single Family,2681,2150000,802.0,695.0,15.4,1863000,287000,"Listed 15% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $1,863,000."
Cancelled,$2M–$3M,1205 SE 1st St,Colee Hammock,Townhouse,2786,2149000,771.0,623.0,23.8,1736000,413000,"Listed 24% over supported value — comparable Colee Hammock homes sell near $686/sqft. Suggested list $1,736,000."
Cancelled,$2M–$3M,2131 NE 15th Ter,Edgewater Estates,Single Family,1988,2100000,1056.0,724.0,45.9,1439000,661000,"Listed 46% over supported value — comparable Edgewater Estates homes sell near $719/sqft. Suggested list $1,439,000."
Expired,$2M–$3M,1809 SE 25th Ave,Harbour Heights,Single Family,2363,2100000,889.0,743.0,19.7,1756000,344000,"Listed 20% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $1,756,000."
Cancelled,$2M–$3M,1639 E Broward Blvd,Victoria Park,Townhouse,3074,2050000,667.0,477.0,39.8,1466000,584000,"Listed 40% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,466,000."
Cancelled,$1M–$2M,2112 Manatee Dr,Harbour Heights,Single Family,2511,1999999,796.0,706.0,12.7,1773000,227000,"Listed 13% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $1,773,000."
Expired,$1M–$2M,100 E Las Olas Blvd Unit#3201,Las Olas,Condo,2395,1999999,835.0,740.0,12.8,1772000,228000,"Listed 13% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,772,000."
Cancelled,$1M–$2M,500 N Victoria Park Road,Victoria Park,Single Family,2944,1999999,679.0,570.0,19.1,1678000,322000,"Listed 19% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,678,000."
Cancelled,$1M–$2M,1401 NE 16th Ave,Poinsettia Heights,Single Family,2419,1999900,827.0,728.0,13.6,1761000,239000,"Listed 14% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $1,761,000."
Expired,$1M–$2M,1401 NE 16th Ave,Poinsettia Heights,Single Family,2419,1999900,827.0,728.0,13.6,1761000,239000,"Listed 14% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $1,761,000."
Expired,$1M–$2M,2800 NE 29th Street,Coral Ridge Galt,Single Family,2123,1999000,942.0,816.0,15.4,1732000,267000,"Listed 15% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,732,000."
Expired,$1M–$2M,3008 Center Ave,Lauderdale Beach,Single Family,1693,1999000,1181.0,839.0,40.8,1420000,579000,"Listed 41% over supported value — comparable Lauderdale Beach homes sell near $1,015/sqft. Suggested list $1,420,000."
Expired,$1M–$2M,100 E Las Olas Blvd Unit#3201,Las Olas,Condo,2191,1999000,912.0,734.0,24.3,1608000,391000,"Listed 24% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,608,000."
Expired,$1M–$2M,2401 NE 19th Ave,Middle River Manor,Single Family,1879,1999000,1064.0,691.0,54.0,1298000,701000,"Listed 54% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $1,298,000."
Withdrawn,$1M–$2M,1733 Coral Gardens Drive,Middle River Estates,Single Family,2500,1999000,800.0,714.0,12.0,1785000,214000,"Listed 12% over supported value — comparable Middle River Estates homes sell near $551/sqft. Suggested list $1,785,000."
Cancelled,$1M–$2M,2801 Coral Shores Dr,Coral Shores,Single Family,2307,1999000,866.0,674.0,28.5,1555000,444000,"Listed 28% over supported value — comparable Coral Shores homes sell near $501/sqft. Suggested list $1,555,000."
Cancelled,$1M–$2M,2140 NE 24th St,Coral Point,Single Family,2127,1999000,940.0,605.0,55.4,1287000,712000,"Listed 55% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $1,287,000."
Expired,$1M–$2M,2216 NE 18th Ave,Middle River Manor,Single Family,2768,1995000,721.0,599.0,20.4,1658000,337000,"Listed 20% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $1,658,000."
Cancelled,$1M–$2M,1111 Ponce De Leon Dr,Rio Vista,Single Family,1590,1995000,1255.0,875.0,43.4,1391000,604000,"Listed 43% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,391,000."
Cancelled,$1M–$2M,700 Poinciana Dr,Idlewyld,Single Family,1920,1995000,1039.0,748.0,38.9,1436000,559000,"Listed 39% over supported value — comparable Idlewyld homes sell near $813/sqft. Suggested list $1,436,000."
Cancelled,$1M–$2M,100 E Las Olas Boulevard Unit#3301,Las Olas,Condo,2395,1995000,833.0,726.0,14.7,1739000,256000,"Listed 15% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,739,000."
Cancelled,$1M–$2M,2600 Yacht Club Blvd,Coral Ridge,Single Family,2462,1989999,808.0,687.0,17.6,1691000,299000,"Listed 18% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $1,691,000."
Cancelled,$1M–$2M,1520 NE 1st Avenue,Progresso,Single Family,2324,1950000,839.0,687.0,22.1,1597000,353000,"Listed 22% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,597,000."
Expired,$1M–$2M,2425 NE 26th Ave,Coral Ridge Galt,Single Family,2332,1949000,836.0,647.0,29.2,1509000,440000,"Listed 29% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,509,000."
Expired,$1M–$2M,100 E Las Olas Blvd Unit#3201,Las Olas,Condo,2191,1900000,867.0,748.0,15.9,1639000,261000,"Listed 16% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,639,000."
Expired,$1M–$2M,1616 NE 5th Ct Unit#B,Victoria Park,Townhouse,2736,1900000,694.0,522.0,33.0,1428000,472000,"Listed 33% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,428,000."
Expired,$1M–$2M,2201 SE 19th St,Harbour Heights,Single Family,2194,1899000,866.0,723.0,19.8,1586000,313000,"Listed 20% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $1,586,000."
Expired,$1M–$2M,101 S Fort Lauderdale Beach Boulevard Unit#702,Las Olas,Condo,2380,1895000,796.0,621.0,28.2,1478000,417000,"Listed 28% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,478,000."
Cancelled,$1M–$2M,2700 NE 26th Ter,Coral Ridge Galt,Single Family,2392,1895000,792.0,626.0,26.5,1497000,398000,"Listed 27% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,497,000."
Cancelled,$1M–$2M,540 NE 25th St,Wilton Manors,Single Family,2174,1895000,872.0,604.0,44.4,1313000,582000,"Listed 44% over supported value — comparable Wilton Manors homes sell near $597/sqft. Suggested list $1,313,000."
Cancelled,$1M–$2M,2100 NE 24th St,Coral Point,Single Family,2121,1890000,891.0,615.0,44.9,1304000,586000,"Listed 45% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $1,304,000."
Expired,$1M–$2M,3008 Center Ave,Lauderdale Beach,Single Family,1693,1865000,1102.0,839.0,31.3,1420000,445000,"Listed 31% over supported value — comparable Lauderdale Beach homes sell near $1,015/sqft. Suggested list $1,420,000."
Cancelled,$1M–$2M,1635 E Broward Bulevard,Victoria Park,Townhouse,3074,1850000,602.0,477.0,26.2,1466000,384000,"Listed 26% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,466,000."
Cancelled,$1M–$2M,2600 Yacht Club Blvd,Coral Ridge,Single Family,2367,1850000,782.0,705.0,10.9,1669000,181000,"Listed 11% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $1,669,000."
Expired,$1M–$2M,222 NE 15th Avenue,Victoria Park,Townhouse,3262,1850000,567.0,458.0,23.8,1494000,356000,"Listed 24% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,494,000."
Cancelled,$1M–$2M,205 NE 17th Ave,Victoria Park,Townhouse,2392,1850000,773.0,519.0,48.9,1241000,609000,"Listed 49% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,241,000."
Cancelled,$1M–$2M,207 NE 17th Ave,Victoria Park,Townhouse,2392,1850000,773.0,519.0,48.9,1241000,609000,"Listed 49% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,241,000."
Cancelled,$1M–$2M,2701 NE 2nd Ave,Sunset Manors,Single Family,2584,1850000,716.0,624.0,14.7,1612000,238000,"Listed 15% over supported value — comparable Sunset Manors homes sell near $514/sqft. Suggested list $1,612,000."
Cancelled,$1M–$2M,800 SE 11th Court,Rio Vista,Single Family,1787,1849000,1035.0,671.0,54.2,1199000,650000,"Listed 54% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,199,000."
Cancelled,$1M–$2M,1616 NE 5th Ct Unit#B,Victoria Park,Townhouse,2764,1845000,668.0,522.0,28.0,1443000,402000,"Listed 28% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,443,000."
Expired,$1M–$2M,2832 NE 22nd St,Coral Ridge,Single Family,2207,1800000,816.0,701.0,16.4,1547000,253000,"Listed 16% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $1,547,000."
Cancelled,$1M–$2M,2701 NE 2nd Avenue,Sunset Manors,Single Family,2584,1799999,697.0,624.0,11.7,1612000,188000,"Listed 12% over supported value — comparable Sunset Manors homes sell near $514/sqft. Suggested list $1,612,000."
Cancelled,$1M–$2M,2201 Manatee Drive,Harbour Heights,Single Family,2194,1797000,819.0,723.0,13.3,1586000,211000,"Listed 13% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $1,586,000."
Expired,$1M–$2M,2306 NE 17th Ave,Middle River Manor,Single Family,2130,1795000,843.0,630.0,33.8,1342000,453000,"Listed 34% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $1,342,000."
Cancelled,$1M–$2M,1981 Coral Gardens Dr,Coral Gardens,Single Family,1889,1795000,950.0,660.0,43.9,1247000,548000,"Listed 44% over supported value — comparable Coral Gardens homes sell near $506/sqft. Suggested list $1,247,000."
Expired,$1M–$2M,2131 NE 15th Ter,Edgewater Estates,Single Family,1988,1795000,903.0,724.0,24.7,1439000,356000,"Listed 25% over supported value — comparable Edgewater Estates homes sell near $719/sqft. Suggested list $1,439,000."
Expired,$1M–$2M,2131 NE 15th Ter,Edgewater Estates,Single Family,1988,1777000,894.0,801.0,11.6,1592000,185000,"Listed 12% over supported value — comparable Edgewater Estates homes sell near $719/sqft. Suggested list $1,592,000."
Expired,$1M–$2M,101 S Fort Lauderdale Beach Blvd Unit#308,Las Olas,Condo,3080,1775000,576.0,453.0,27.2,1395000,380000,"Listed 27% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,395,000."
TempOff,$1M–$2M,1609 NE 18th Ave,Progresso,Single Family,2621,1765000,673.0,562.0,19.8,1473000,292000,"Listed 20% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,473,000."
Cancelled,$1M–$2M,459 NE 17th Way Unit#A,Victoria Park,Townhouse,2391,1750000,732.0,517.0,41.6,1236000,514000,"Listed 42% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,236,000."
Cancelled,$1M–$2M,2404 NE 28th Ave,Coral Ridge Galt,Single Family,1901,1750000,921.0,825.0,11.6,1568000,182000,"Listed 12% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,568,000."
Expired,$1M–$2M,101 S Fort Lauderdale Beach Blvd Unit#2107,Las Olas,Condo,1905,1750000,919.0,611.0,50.4,1164000,586000,"Listed 50% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,164,000."
Cancelled,$1M–$2M,100 E Las Olas Blvd Unit#3004,Las Olas,Condo,1867,1749500,937.0,598.0,56.7,1116000,634000,"Listed 57% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,116,000."
Expired,$1M–$2M,1206 Mango Isle,South New River Isles,Single Family,1831,1749000,955.0,683.0,39.8,1251000,498000,"Listed 40% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $1,251,000."
Cancelled,$1M–$2M,625 NE 15th Ave,Victoria Park,Single Family,2574,1749000,679.0,590.0,15.1,1519000,230000,"Listed 15% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,519,000."
Cancelled,$1M–$2M,1525 NE 15th Avenue,Poinsettia Heights,Townhouse,2775,1730000,623.0,467.0,33.4,1296000,434000,"Listed 33% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $1,296,000."
Cancelled,$1M–$2M,1527 NE 15th Avenue,Poinsettia Heights,Townhouse,2775,1730000,623.0,467.0,33.4,1296000,434000,"Listed 33% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $1,296,000."
Cancelled,$1M–$2M,100 E Las Olas Blvd Unit#1901,Las Olas,Condo,2395,1725000,720.0,551.0,30.7,1320000,405000,"Listed 31% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,320,000."
Expired,$1M–$2M,1916 NE 24th St,Coral Point,Single Family,2590,1700000,656.0,564.0,16.3,1461000,239000,"Listed 16% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $1,461,000."
Cancelled,$1M–$2M,115 SE 17th Ave,Colee Hammock,Single Family,2107,1700000,807.0,713.0,13.2,1502000,198000,"Listed 13% over supported value — comparable Colee Hammock homes sell near $686/sqft. Suggested list $1,502,000."
Cancelled,$1M–$2M,1112 Mandarin Isle,South New River Isles,Single Family,1642,1699000,1035.0,718.0,44.2,1179000,520000,"Listed 44% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $1,179,000."
Expired,$1M–$2M,1113 Tangelo Isle,South New River Isles,Single Family,2044,1699000,831.0,747.0,11.2,1527000,172000,"Listed 11% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $1,527,000."
Cancelled,$1M–$2M,2711 Mayan Drive,Harbor Beach,Single Family,1846,1699000,920.0,762.0,20.7,1407000,292000,"Listed 21% over supported value — comparable Harbor Beach homes sell near $921/sqft. Suggested list $1,407,000."
